1.000000000000000000e+00,1.000000000000000000e+00,7.240000000000000000e+02
1.000000000000000000e+00,2.000000000000000000e+00,3.495000000000000000e+03
1.000000000000000000e+00,3.000000000000000000e+00,2.478000000000000000e+03
1.000000000000000000e+00,4.000000000000000000e+00,1.699000000000000000e+03
1.000000000000000000e+00,5.000000000000000000e+00,5.920000000000000000e+02
1.000000000000000000e+00,6.000000000000000000e+00,3.776000000000000000e+03
2.000000000000000000e+00,1.000000000000000000e+00,3.265000000000000000e+03
2.000000000000000000e+00,2.000000000000000000e+00,7.380000000000000000e+02
2.000000000000000000e+00,3.000000000000000000e+00,1.776000000000000000e+03
2.000000000000000000e+00,4.000000000000000000e+00,2.542000000000000000e+03
2.000000000000000000e+00,5.000000000000000000e+00,3.782000000000000000e+03
2.000000000000000000e+00,6.000000000000000000e+00,5.470000000000000000e+02
3.000000000000000000e+00,1.000000000000000000e+00,3.152000000000000000e+03
3.000000000000000000e+00,2.000000000000000000e+00,1.184000000000000000e+03
3.000000000000000000e+00,3.000000000000000000e+00,6.260000000000000000e+02
3.000000000000000000e+00,4.000000000000000000e+00,3.483000000000000000e+03
3.000000000000000000e+00,5.000000000000000000e+00,1.004000000000000000e+03
3.000000000000000000e+00,6.000000000000000000e+00,3.451000000000000000e+03
4.000000000000000000e+00,1.000000000000000000e+00,1.215000000000000000e+03
4.000000000000000000e+00,2.000000000000000000e+00,2.990000000000000000e+03
4.000000000000000000e+00,3.000000000000000000e+00,3.733000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,6.890000000000000000e+02
4.000000000000000000e+00,5.000000000000000000e+00,3.139000000000000000e+03
4.000000000000000000e+00,6.000000000000000000e+00,9.730000000000000000e+02
5.000000000000000000e+00,1.000000000000000000e+00,3.391000000000000000e+03
5.000000000000000000e+00,2.000000000000000000e+00,8.210000000000000000e+02
5.000000000000000000e+00,3.000000000000000000e+00,3.237000000000000000e+03
5.000000000000000000e+00,4.000000000000000000e+00,6.460000000000000000e+02
5.000000000000000000e+00,5.000000000000000000e+00,1.280000000000000000e+03
5.000000000000000000e+00,6.000000000000000000e+00,3.014000000000000000e+03
6.000000000000000000e+00,1.000000000000000000e+00,8.730000000000000000e+02
6.000000000000000000e+00,2.000000000000000000e+00,3.346000000000000000e+03
6.000000000000000000e+00,3.000000000000000000e+00,7.080000000000000000e+02
6.000000000000000000e+00,4.000000000000000000e+00,3.457000000000000000e+03
6.000000000000000000e+00,5.000000000000000000e+00,2.734000000000000000e+03
6.000000000000000000e+00,6.000000000000000000e+00,1.370000000000000000e+03
