 (3.629999999999999980e-03+0.000000000000000000e+00j), (2.040000000000000147e-02+6.020000000000000177e-03j), (2.149999999999999828e-02+1.830000000000000029e-03j), (-1.729999999999999984e-03+2.030000000000000120e-03j)
 (2.040000000000000147e-02-6.020000000000000177e-03j), (5.030000000000000027e-01+0.000000000000000000e+00j), (4.809999999999999831e-01+6.109999999999999876e-01j), (-2.769999999999999893e-03-1.039999999999999952e-02j)
 (2.149999999999999828e-02-1.830000000000000029e-03j), (4.809999999999999831e-01-6.110000000000000153e-02j), (4.889999999999999902e-01+0.000000000000000000e+00j), (-1.250000000000000069e-02-1.149999999999999981e-02j)
 (-1.729999999999999984e-03-2.030000000000000120e-03j), (-2.769999999999999893e-03+1.039999999999999952e-02j), (-1.250000000000000069e-02+1.549999999999999989e-02j), (4.000000000000000083e-03+0.000000000000000000e+00j)
